"School IRN","School Name","District IRN","District Name","County","Org Type","Grade Span","Open/Closed Status as of 9/1/2014","No. Third graders enrolled at end of school year and accountable to school","Perc. Exempt from TGRG promotion threshold","No. Subject to TGRG promotion threshold","Perc. Met promotion threshold","Perc. Did not meet promotion threshold"
"027607","North Rd Elementary School","050161","Howland Local","Trumbull","Traditional School","3-5","Open","113.0","0.0","113.0","1.0","0.0"
"014795","Badger Elementary School","050179","Joseph Badger Local","Trumbull","Traditional School","K-4","Open","67.0","0.014925373134328358","66.0","1.0","0.0"
"001818","Lakeview Elementary School","050187","Lakeview Local","Trumbull","Traditional School","K-3","Open","112.0","0.0625","105.0","1.0","0.0"
"002980","E J Blott Elementary School","050195","Liberty Local","Trumbull","Traditional School","K-4","Open","66.0","0.07575757575757576","61.0","1.0","0.0"
"021469","Lordstown Elementary School","050203","Lordstown Local","Trumbull","Traditional School","K-6","Open","34.0","0.11764705882352941","30.0","1.0","0.0"
"022699","Maplewood Elementary School","050211","Maplewood Local","Trumbull","Traditional School","K-4","Open","48.0","0.0","48.0","1.0","0.0"
"032490","Roosevelt Elementary School","050229","McDonald Local","Trumbull","Traditional School","K-6","Open","59.0","0.01694915254237288","58.0","1.0","0.0"
"035238","Southington Elementary School","050237","Southington Local","Trumbull","Traditional School","K-4,P","Open","36.0","0.0","36.0","0.9444444444444444","0.05555555555555555"
"003335","LaBrae Intermediate School","050245","LaBrae Local","Trumbull","Traditional School","3-5","Open","93.0","0.08602150537634409","85.0","0.9294117647058824","0.07058823529411765"
"033928","Seaborn Elementary School","050252","Weathersfield Local","Trumbull","Traditional School","K-6","Open","68.0","0.0","68.0","1.0","0.0"
"000305","Summit Academy Community School-Warren","","","Trumbull","Community School","K,1-10,UNG","Open","17.0","0.23529411764705882","13.0","0.6153846153846154","0.38461538461538464"
"012644","STEAM Academy of Warren","","","Trumbull","Community School","K-8","Open","16.0","0.0","16.0","0.8125","0.1875"
"013170","Hope Academy for Autism","","","Trumbull","Community School","K-12","Open","--","--","--","--","--"
"009688","Eastport Avenue Elementary School","043778","Claymont City","Tuscarawas","Traditional School","K-4","Open","68.0","0.07352941176470588","63.0","1.0","0.0"
"029124","Park Elementary School","043778","Claymont City","Tuscarawas","Traditional School","K-4","Open","22.0","0.0","22.0","1.0","0.0"
"037473","Trenton Avenue Elementary School","043778","Claymont City","Tuscarawas","Traditional School","K-4","Open","64.0","0.0","64.0","1.0","0.0"
"008706","Dover Avenue Elementary School","043893","Dover City","Tuscarawas","Traditional School","K-5","Open","52.0","0.0","52.0","1.0","0.0"
"009274","East Elementary School","043893","Dover City","Tuscarawas","Traditional School","K-5","Open","82.0","0.036585365853658534","79.0","1.0","0.0"
"034934","South Elementary School","043893","Dover City","Tuscarawas","Traditional School","K-5","Open","54.0","0.037037037037037035","52.0","1.0","0.0"
"005371","Central Elementary School","044487","New Philadelphia City","Tuscarawas","Traditional School","K-5","Open","43.0","0.0","43.0","1.0","0.0"
"009241","East Elementary School","044487","New Philadelphia City","Tuscarawas","Traditional School","K-5","Open","34.0","0.0","34.0","1.0","0.0"
"034959","South Elementary School","044487","New Philadelphia City","Tuscarawas","Traditional School","K-5","Open","55.0","0.09090909090909091","50.0","1.0","0.0"
"040352","West Elementary School","044487","New Philadelphia City","Tuscarawas","Traditional School","K-5","Open","44.0","0.022727272727272728","43.0","1.0","0.0"
"042465","York Elementary School","044487","New Philadelphia City","Tuscarawas","Traditional School","K-5","Open","19.0","0.10526315789473684","17.0","1.0","0.0"
"040345","West Elementary School","045542","Newcomerstown Exempted Village","Tuscarawas","Traditional School","P,2-5","Open","61.0","0.0","61.0","1.0","0.0"
"008854","Dundee Elementary School","050278","Garaway Local","Tuscarawas","Traditional School","K-6","Open","23.0","0.0","23.0","1.0","0.0"
"012856","Baltic Elementary School","050278","Garaway Local","Tuscarawas","Traditional School","2-6","Open","24.0","0.041666666666666664","23.0","1.0","0.0"
"024794","Miller Avenue Elementary School","050278","Garaway Local","Tuscarawas","Traditional School","K-6","Open","23.0","0.043478260869565216","22.0","1.0","0.0"
"031021","Ragersville Elementary School","050278","Garaway Local","Tuscarawas","Traditional School","K-6","Open","19.0","0.0","19.0","1.0","0.0"
"024588","Midvale Elementary School","050286","Indian Valley Local","Tuscarawas","Traditional School","K-5","Open","78.0","0.02564102564102564","76.0","1.0","0.0"
"030866","Port Washington Elementary School","050286","Indian Valley Local","Tuscarawas","Traditional School","K-5","Open","76.0","0.0","76.0","1.0","0.0"
"036236","Strasburg-Franklin Elementary School","050294","Strasburg-Franklin Local","Tuscarawas","Traditional School","K-5","Open","44.0","0.06818181818181818","41.0","1.0","0.0"
"003129","Tuscarawas Valley Intermediate","050302","Tuscarawas Valley Local","Tuscarawas","Traditional School","2-4,SN","Open","87.0","0.09195402298850575","79.0","0.9873417721518988","0.012658227848101266"
"000241","Quaker Digital Academy","","","Tuscarawas","Community School","K-12","Open","14.0","0.0","14.0","0.7857142857142857","0.21428571428571427"
"008112","Northwood Elementary","045476","Marysville Exempted Village","Union","Traditional School","K-4","Open","105.0","0.06666666666666667","98.0","1.0","0.0"
"009928","Edgewood Elementary School","045476","Marysville Exempted Village","Union","Traditional School","K-4","Open","86.0","0.03488372093023256","83.0","1.0","0.0"
"031179","Raymond Elementary School","045476","Marysville Exempted Village","Union","Traditional School","K-4","Open","55.0","0.09090909090909091","50.0","1.0","0.0"
"125047","Mill Valley Elementary School","045476","Marysville Exempted Village","Union","Traditional School","K-4","Open","86.0","0.11627906976744186","76.0","1.0","0.0"
"146134","Navin Elementary School","045476","Marysville Exempted Village","Union","Traditional School","K-4","Open","77.0","0.12987012987012986","67.0","1.0","0.0"
"024711","Fairbanks Elementary School","050328","Fairbanks Local","Union","Traditional School","K-5","Open","83.0","0.04819277108433735","79.0","1.0","0.0"
"000242","North Union Elementary School","050336","North Union Local","Union","Traditional School","K-5,P","Open","110.0","0.02727272727272727","107.0","1.0","0.0"
"018135","Van Wert Elementary School","044966","Van Wert City","Van Wert","Traditional School","1-5","Open","152.0","0.02631578947368421","148.0","0.9864864864864865","0.013513513513513514"
"007690","Crestview Elementary School","050351","Crestview Local","Van Wert","Traditional School","K-6","Open","61.0","0.03278688524590164","59.0","1.0","0.0"
"027508","Lincolnview Elementary School","050369","Lincolnview Local","Van Wert","Traditional School","K-6","Open","61.0","0.04918032786885246","58.0","0.9310344827586207","0.06896551724137931"
"000455","West Elementary","050393","Vinton County Local","Vinton","Traditional School","K-5,P","Open","47.0","0.1276595744680851","41.0","0.926829268292683","0.07317073170731707"
"014878","South Elementary","050393","Vinton County Local","Vinton","Traditional School","K-5,P","Open","38.0","0.0","38.0","1.0","0.0"
"023374","Central Elementary","050393","Vinton County Local","Vinton","Traditional School","K-5,P","Open","57.0","0.08771929824561403","52.0","0.9615384615384616","0.038461538461538464"
"000802","Anthony Wayne Elementary School","044008","Franklin City","Warren","Traditional School","1-6","Open","41.0","0.1951219512195122","33.0","0.9696969696969697","0.030303030303030304"
"013276","George H Gerke Elementary School","044008","Franklin City","Warren","Traditional School","1-6","Open","42.0","0.023809523809523808","41.0","1.0","0.0"
"017129","Hunter Elementary School","044008","Franklin City","Warren","Traditional School","1-6","Open","56.0","0.03571428571428571","54.0","0.9444444444444444","0.05555555555555555"
"029595","Pennyroyal Elementary School","044008","Franklin City","Warren","Traditional School","1-6","Open","45.0","0.1111111111111111","40.0","1.0","0.0"
"041327","William C Schenck Elementary School","044008","Franklin City","Warren","Traditional School","1-6","Open","29.0","0.034482758620689655","28.0","1.0","0.0"
"095679","Donovan  Elementary School","044214","Lebanon City","Warren","Traditional School","3-4","Open","400.0","0.035","386.0","0.9974093264248705","0.0025906735751295338"
"004937","Bobby F. Grigsby Intermediate School","050419","Carlisle Local","Warren","Traditional School","3-5","Open","116.0","0.0603448275862069","109.0","0.9908256880733946","0.009174311926605505"
"008290","Dennis","050427","Springboro Community City","Warren","Traditional School","1-5","Open","200.0","0.02","196.0","1.0","0.0"
"008294","Five Points","050427","Springboro Community City","Warren","Traditional School","1-5","Open","228.0","0.02631578947368421","222.0","0.9954954954954955","0.0045045045045045045"
"017541","J F Burns Elementary School","050435","Kings Local","Warren","Traditional School","K-4","Open","101.0","0.0297029702970297","98.0","1.0","0.0"
"019083","Kings Mills Elementary School","050435","Kings Local","Warren","Traditional School","K-4","Open","92.0","0.05434782608695652","87.0","1.0","0.0"
"033217","South Lebanon Elementary School","050435","Kings Local","Warren","Traditional School","K-4","Open","81.0","0.024691358024691357","79.0","0.9873417721518988","0.012658227848101266"
"009927","SalemTownship Elementary School","050443","Little Miami Local","Warren","Traditional School","K-4","Open","317.0","0.006309148264984227","315.0","0.9968253968253968","0.0031746031746031746"
"042358","Western Row Elementary School","050450","Mason City","Warren","Traditional School","2-3,SN","Open","729.0","0.023319615912208505","712.0","0.9971910112359551","0.0028089887640449437"
"039925","Waynesville Elementary School","050468","Wayne Local","Warren","Traditional School","K-5","Open","102.0","0.06862745098039216","95.0","1.0","0.0"
"012545","Imagine Woodbury Academy","","","Warren","Community School","K-8","Open","21.0","0.09523809523809523","19.0","0.6842105263157895","0.3157894736842105"
"142240","Belpre Elementary School","043604","Belpre City","Washington","Traditional School","K-6","Open","75.0","0.05333333333333334","71.0","0.9436619718309859","0.056338028169014086"
"015297","Harmar Elementary School","044321","Marietta City","Washington","Traditional School","K-5","Open","38.0","0.05263157894736842","36.0","0.9444444444444444","0.05555555555555555"
"029819","Phillips Elementary School","044321","Marietta City","Washington","Traditional School","K-5","Open","58.0","0.1206896551724138","51.0","0.9411764705882353","0.058823529411764705"
"030924","Putnam Elementary School","044321","Marietta City","Washington","Traditional School","K,1-5,SN","Open","49.0","0.02040816326530612","48.0","1.0","0.0"
"039578","Washington Elementary School","044321","Marietta City","Washington","Traditional School","K-5","Open","54.0","0.07407407407407407","50.0","0.98","0.02"
"002659","Beverly-Center Elementary School","050484","Fort Frye Local","Washington","Traditional School","K-6","Open","30.0","0.0","30.0","0.9666666666666667","0.03333333333333333"
"021675","Lowell Elementary School","050484","Fort Frye Local","Washington","Traditional School","K-6","Open","20.0","0.0","20.0","1.0","0.0"
"033480","Salem-Liberty Elementary School","050484","Fort Frye Local","Washington","Traditional School","K-6","Open","14.0","0.07142857142857142","13.0","0.9230769230769231","0.07692307692307693"
"019935","Lawrence Elementary School","050492","Frontier Local","Washington","Traditional School","K-6","Open","11.0","0.0","11.0","0.9090909090909091","0.09090909090909091"
"023192","Matamoras Elementary School","050492","Frontier Local","Washington","Traditional School","K-6","Open","17.0","0.11764705882352941","15.0","0.9333333333333333","0.06666666666666667"
"027094","Newport Elementary School","050492","Frontier Local","Washington","Traditional School","K-6","Open","24.0","0.041666666666666664","23.0","1.0","0.0"
"001578","Barlow-Vincent Elementary School","050500","Warren Local","Washington","Traditional School","K-8","Open","70.0","0.0","70.0","0.9571428571428572","0.04285714285714286"
"021105","Little Hocking Elementary School","050500","Warren Local","Washington","Traditional School","K-8","Open","36.0","0.0","36.0","0.9722222222222222","0.027777777777777776"
"039230","Warren Elementary School","050500","Warren Local","Washington","Traditional School","K-8","Open","33.0","0.030303030303030304","32.0","1.0","0.0"
