"Building IRN","Building Name","District IRN","District Name","County","Region","Open/Closed Status (as of 8/20/2013)","Feeder IRN","School Type","Limited English Proficiency","Read 3rd grade 2012-13 % proficient or above","Math 3rd grade 2012-13 % proficient or above","Read 4th Grade 2012-13 % proficient or above","Math 4th Grade 2012-13 % proficient or above","Read 5th grade 2012-13 % proficient or above","Math 5th grade 2012-13 % proficient or above","Science 5th grade 2012-13 % proficient or above","Read 6th Grade 2012-13 % proficient or above","Math 6th Grade 2012-13 % proficient or above","Read 7th Grade 2012-13 % proficient or above","Math 7th Grade 2012-13 % proficient or above","Read 8th Grade 2012-13 % proficient or above","Math 8th Grade 2012-13 % proficient or above","Science 8th grade 2012-13 % proficient or above","Read OGT 2012-13 % proficient or above","Math OGT 2012-13 % proficient or above","Write OGT 2012-13 % proficient or above","Social Studies OGT 2012-13 % proficient or above","Science OGT 2012-13 % proficient or above","Read 11th grade 2012-13 % at or above proficient","Math 11th grade 2012-13 % at or above proficient","Write 11th grade 2012-13 % at or above proficient","Social Studies 11th grade 2012-13 % at or above proficient","Science 11th grade 2012-13 % at or above proficient","Attendance rate 2012-13","	2012 4-Year Longitudinal Graduation Rate - Class of 2012","	2012 5-Year Longitudinal Graduation Rate - Class of 2011","Enrollment","% of total enrollment"
"133504","Phoenix Community Learning Ctr","133504","Phoenix Community Learning Ctr","Hamilton","Region 13","Open","******","Community School Startup","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"133512","Cincinnati College Preparatory Academy","133512","Cincinnati College Preparatory Academy","Hamilton","Region 13","Open","******","Community School Startup","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"133520","Citizens Academy","043786","Cleveland Municipal","Cuyahoga","Region 3","Open","******","Community School Startup","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"133538","Edge Academy, The","133538","Edge Academy, The","Summit","Region 8","Open","******","Community School Startup","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"133561","Millennium Community School","133561","Millennium Community School","Franklin","Region 11","Open","******","Community School Startup","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"133587","Summit Academy Akron Elementary School","133587","Summit Academy Akron Elementary School","Summit","Region 8","Open","******","Community School Startup","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"133603","World of Wonder PreK-8 School","043844","Dayton City","Montgomery","Region 10","Open","006841","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"133629","Horizon Science Acad Cleveland","133629","Horizon Science Acad Cleveland","Cuyahoga","Region 3","Open","******","Community School Startup","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"133660","Horizon Science Academy Columbus","133660","Horizon Science Academy Columbus","Franklin","Region 11","Open","******","Community School Startup","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.0",">95.0","83.3","62","15.2"
"133678","Riverside Academy","133678","Riverside Academy","Hamilton","Region 13","Open","******","Community School Startup","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"133736","Richard Allen Academy","133736","Richard Allen Academy","Montgomery","Region 10","Open","******","Community School Startup","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"133785","Life Skills Ctr Of Cincinnati","133785","Life Skills Ctr Of Cincinnati","Hamilton","Region 13","Open","","Dropout Recovery","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"133801","Life Skills Ctr Of Youngstown","133801","Life Skills Ctr Of Youngstown","Mahoning","Region 5","Open","","Dropout Recovery","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"133819","Hope Academy Lincoln Park","133819","Hope Academy Lincoln Park","Cuyahoga","Region 3","Open","******","Community School Startup","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","23","10.7"
"133835","Invictus High School","133835","Invictus High School","Cuyahoga","Region 3","Open","","Dropout Recovery","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"133868","Towpath Trail High School","133868","Towpath Trail High School","Summit","Region 8","Open","","Dropout Recovery","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"133942","Toledo School For The Arts","133942","Toledo School For The Arts","Lucas","Region 1","Open","******","Community School Startup","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"133959","Dayton Leadership Academies-Dayton Liberty Campus","133959","Dayton Leadership Academies-Dayton Liberty Campus","Montgomery","Region 10","Inactive","******","Community School Startup","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"134072","Youngstown Community School","134072","Youngstown Community School","Mahoning","Region 5","Open","******","Community School Startup","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"134098","Constellation Schools: Old Brooklyn Community Elementary","134098","Constellation Schools: Old Brooklyn Community Elementary","Cuyahoga","Region 3","Open","******","Community School Startup","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"134122","Autism Model School","134122","Autism Model School","Lucas","Region 1","Open","******","Community School Startup","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"134148","Aurora Academy","134148","Aurora Academy","Lucas","Region 1","Open","******","Community School Startup","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"134197","Hope Academy Chapelside Campus","134197","Hope Academy Chapelside Campus","Cuyahoga","Region 3","Open","******","Community School Startup","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"134213","Hope Academy University","134213","Hope Academy University","Summit","Region 8","Open","******","Community School Startup","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"134221","Hope Academy Brown St Campus","134221","Hope Academy Brown St Campus","Summit","Region 8","Open","******","Community School Startup","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"134247","City Day Community School","134247","City Day Community School","Montgomery","Region 10","Open","******","Community School Startup","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"134288","East End Comm Heritage School","134288","East End Comm Heritage School","Hamilton","Region 13","Open","******","Community School Startup","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"134692","Clear Fork Middle School","049411","Clear Fork Valley Local","Richland","Region 7","Open","006551","Middle School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"135046","Eastern Elementary School","048512","Eastern Local","Meigs","Region 16","Open","009571","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"135269","Rapid Run Middle School","047373","Oak Hills Local","Hamilton","Region 13","Open","028217","Middle School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"135301","Henry Karrer Middle School","047027","Dublin City","Franklin","Region 11","Open","064758","Middle School","LEP","--","--","--","--","--","--","--","90.0","88.2",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","50","6.3"
"135327","Genoa Middle School","045047","Westerville City","Franklin","Region 11","Open","146183","Middle School","LEP","--","--","--","--","--","--","--","80.0","70.0","59.4","71.9","73.3","93.3","46.7","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","66","6.7"
"135517","Hillsboro Middle School","044123","Hillsboro City","Highland","Region 14","Open","016345","Middle School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"135566","Mansfield Integrated Learning Center, Hedges Campus","044297","Mansfield City","Richland","Region 7","Open","******","High School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"135830","Nagel Middle School","047340","Forest Hills Local","Hamilton","Region 13","Open","000687","Middle School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","13","1.0"
"135863","Wauseon Primary School","045641","Wauseon Exempted Village","Fulton","Region 1","Open","010348","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","21","4.9"
"136101","Twinsburg High School","050070","Twinsburg City","Summit","Region 8","Open","******","High School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","11","0.8"
"136598","Medlar View Elementary School","044396","Miamisburg City","Montgomery","Region 10","Open","039156","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"136788","Southeast Intermediate Elementary School","049221","Southeast Local","Portage","Region 8","Open","071399","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"136911","Indian Trail Elementary School","046946","Canal Winchester Local","Franklin","Region 11","Open","145466","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","24","3.3"
"137265","Huntington Middle School","049502","Huntington Local","Ross","Region 15","Open","017160","Middle School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"137273","Stanton Middle School","044164","Kent City","Portage","Region 8","Open","032508","Middle School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"137455","Van Buren Middle School","047464","Van Buren Local","Hancock","Region 1","Open","038232","Middle School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"137463","Piqua Junior High School","044644","Piqua City","Miami","Region 10","Open","030098","Junior High School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"138040","North Side Elementary School","048330","Lowellville Local","Mahoning","Region 5","Open","021683","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"138065","John C Dempsey Middle School","043877","Delaware City","Delaware","Region 11","Open","033084","Middle School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","10","1.2"
"138099","COLUMBUS GLOBAL ACADEMY","043802","Columbus City","Franklin","Region 11","Open","******","High School","LEP","--","--","--","--","--","--","--","13.3","43.3","23.1","43.6","32.5","50.0","12.5","34.8","46.4","38.2","52.2","27.5","67.2","68.8","64.1","76.6","54.7","88.1","44.2","64.7","604",">95.0"
"138198","Eastmoor Academy","043802","Columbus City","Franklin","Region 11","Open","******","High School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","17","2.4"
"138347","Mogadore Junior High School","050039","Mogadore Local","Summit","Region 8","Open","025148","Junior High School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"138552","Ridgewood Middle School","046474","Ridgewood Local","Coshocton","Region 12","Open","031732","Middle School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"138602","Springboro Intermediate School","050427","Springboro Community City","Warren","Region 13","Open","065417","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"138727","Franklin Woods Intermediate School","044800","South-Western City","Franklin","Region 11","Open","062208","Elementary School","LEP","--","--","--","--","47.5","54.1","34.4","82.0","80.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","121","19.9"
"138735","Holt Crossing Intermediate School","044800","South-Western City","Franklin","Region 11","Open","062182","Elementary School","LEP","--","--","--","--","59.2","46.9","38.8","77.1","78.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","200","27.9"
"138743","Galloway Ridge Intermediate School","044800","South-Western City","Franklin","Region 11","Open","062216","Elementary School","LEP","--","--","--","--","53.7","45.3","37.9","77.0","71.6","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","189","26.7"
"138750","Park Street Intermediate School","044800","South-Western City","Franklin","Region 11","Open","062190","Elementary School","LEP","--","--","--","--","38.1","28.6","23.8","80.0","45.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","42","6.1"
"138826","Julian & Marjorie Lange School Elementary School","044586","Oakwood City","Montgomery","Region 10","Open","034694","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"138859","Little Miami Intermediate Middle School","050443","Little Miami Local","Warren","Region 13","Open","021121","Middle School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"138958","Harmon Middle School","046896","Pickerington Local","Fairfield","Region 11","Open","145078","Middle School","LEP","--","--","--","--","68.8","68.8","50.0","89.5","68.4","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","38","6.4"
"138966","Diley Middle School","046896","Pickerington Local","Fairfield","Region 11","Open","112581","Middle School","LEP","--","--","--","--","83.3","75.0","91.7","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","21","3.8"
"139022","Southeastern Jr. High School","046276","Southeastern Local","Clark","Region 10","Open","035196","Junior High School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"139204","Tinora Elementary School","046722","Northeastern Local","Defiance","Region 1","Open","064139","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"139212","Lynchburg-Clay Elementary School","047639","Lynchburg-Clay Local","Highland","Region 14","Open","139220","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"139220","Lynchburg-Clay Middle School","047639","Lynchburg-Clay Local","Highland","Region 14","Open","021816","Middle School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"139287","Central Intermediate School","044974","Wadsworth City","Medina","Region 8","Open","005710","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"139311","Monroe Jr./Sr. High School","139303","Monroe Local","Butler","Region 13","Open","******","High School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","25","2.4"
"139337","Monroe Elementary School","139303","Monroe Local","Butler","Region 13","Open","139311","Elementary School","LEP","70.0","90.0","--","--","66.7","75.0","83.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","45","4.5"
"139360","Oak Creek Elementary School","046763","Olentangy Local","Delaware","Region 11","Open","146860","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","32","5.4"
"139477","Bright Elementary School","047613","Bright Local","Highland","Region 14","Open","000519","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"139485","Stingel Intermediate Elementary School","049478","Ontario Local","Richland","Region 7","Open","028688","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"139543","James A. Garfield Intermediate School","049205","James A Garfield Local","Portage","Region 8","Open","013177","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"139584","Girard Junior High School","044065","Girard City","Trumbull","Region 5","Open","013482","Junior High School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"139717","Loveland Intermediate School","044271","Loveland City","Hamilton","Region 13","Open","021592","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"139873","Carson Elementary School","043752","Cincinnati City","Hamilton","Region 13","Open","145557","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","27","4.4"
"140020","Liberty Center Middle School","047589","Liberty Center Local","Henry","Region 1","Closed","******","Middle School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"140046","H G Blake Elementary School","044388","Medina City SD","Medina","Region 8","Open","115873","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"140152","Choices Alternative School","043711","Canton City","Stark","Region 9","Open","******","High School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"140350","Portsmouth Elementary","044669","Portsmouth City","Scioto","Region 15","Open","030569","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"140590","Creekview Intermediate Elementary School","045476","Marysville Exempted Village","Union","Region 11","Open","023127","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"140806","Alton Darby Elementary School","047019","Hilliard City","Franklin","Region 11","Open","112698","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"140814","Hilliard Tharp Sixth Grade Elementary School","047019","Hilliard City","Franklin","Region 11","Open","119438","Middle School","LEP","--","--","--","--","--","--","--","64.0","68.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","53","8.7"
"140822","Hoffman Trails Elementary School","047019","Hilliard City","Franklin","Region 11","Open","112698","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","36","7.4"
"140830","Hilliard Memorial Middle School","047019","Hilliard City","Franklin","Region 11","Open","009091","Middle School","LEP","--","--","--","--","--","--","--","--","--","84.8","75.8","70.5","68.2","34.1","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","79","9.7"
"140871","Triad Middle School","046201","Triad Local","Champaign","Region 6","Open","037531","Middle School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"140889","Leighton Elementary School","049171","Aurora City","Portage","Region 8","Open","066803","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"140970","Tyler Run Elementary School","046763","Olentangy Local","Delaware","Region 11","Open","140988","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"140988","Olentangy Liberty Middle School","046763","Olentangy Local","Delaware","Region 11","Open","145953","Middle School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"141994","Visintainer Middle School","043661","Brunswick City","Medina","Region 8","Open","003970","Middle School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"142000","Jackson Middle School","044800","South-Western City","Franklin","Region 11","Open","061325","Middle School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","12","1.9"
"142018","Central Crossing High School","044800","South-Western City","Franklin","Region 11","Open","******","High School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","56.0","44.0","56.0","48.0","24.0","84.2","68.4","84.2","84.2","57.9","93.1","60.0","63.0","138","8.8"
"142034","Columbus Africentric Early College","043802","Columbus City","Franklin","Region 11","Open","******","High School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"142141","Southern Elementary School","048538","Southern Local","Meigs","Region 16","Open","035220","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"142158","Morgan Junior High School","048777","Morgan Local","Morgan","Region 12","Open","025544","Junior High School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"142166","East Elementary School","048777","Morgan Local","Morgan","Region 12","Open","142158","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"142174","West Elementary School","048777","Morgan Local","Morgan","Region 12","Open","142158","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"142182","South Elementary School","048777","Morgan Local","Morgan","Region 12","Open","142158","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"142190","Fairfield Local Middle School","047621","Fairfield Local","Highland","Region 14","Open","011056","Middle School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"142224","University Project Learning Center","045161","Youngstown City Schools","Mahoning","Region 5","Closed","******","High School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"142240","Belpre Elementary School","043604","Belpre City","Washington","Region 16","Open","002337","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"142281","New London Middle School","047720","New London Local","Huron","Region 2","Open","026823","Middle School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"142331","Anna Middle School","049759","Anna Local","Shelby","Region 6","Open","000752","Middle School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"142398","Virtual High School","043752","Cincinnati City","Hamilton","Region 13","Open","******","High School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"142406","Fairview Elementary School","046714","Central Local","Defiance","Region 1","Open","027193","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"142505","Bellaire Elementary School","043570","Bellaire Local","Belmont","Region 12","Open","142513","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"142513","Bellaire Middle School","043570","Bellaire Local","Belmont","Region 12","Open","002139","Middle School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"142554","Moreland Hills Elementary School","046581","Orange City","Cuyahoga","Region 3","Open","003400","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","22","2.5"
"142638","Heritage Elementary School","046896","Pickerington Local","Fairfield","Region 11","Open","011369","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","14","3.9"
"142901","Life Skills Center  of Canton","142901","Life Skills Center  of Canton","Stark","Region 9","Open","******","Community School Startup","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"142919","Life Skills Center of Elyria","142919","Life Skills Center of Elyria","Lorain","Region 2","Open","","Dropout Recovery","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"142927","Focus Learning Academy of Southwest Columbus","142927","Focus Learning Academy of Southwest Columbus","Franklin","Region 11","Open","","Dropout Recovery","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"142935","Focus Learning Academy of Southeastern Columbus","142935","Focus Learning Academy of Southeastern Columbus","Franklin","Region 11","Open","","Dropout Recovery","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"142943","Focus Learning Academy of Northern Columbus","123257","North Central Ohio ESC","Franklin","Region 11","Open","******","Community School Conversion","LEP","42.3","38.5","63.6","27.3","--","--","--","45.5","27.3","--","--","40.0","40.0","80.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","180",">95.0"
"142950","Ohio Virtual Academy","142950","Ohio Virtual Academy","Lucas","Region 1","Open","******","Community School Startup","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","35","0.3"
"142968","Hope Academy Northcoast","142968","Hope Academy Northcoast","Cuyahoga","Region 3","Open","******","Community School Startup","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"142984","Lancaster Digital Academy","142984","Lancaster Digital Academy","Fairfield","Region 11","Closed","","Dropout Recovery","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"143115","Mound Street IT Careers Academy","143115","Mound Street IT Careers Academy","Montgomery","Region 10","Open","","Dropout Recovery","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
