"Building IRN","Building Name","District IRN","District Name","County","Region","Open/Closed Status (as of 9/1/2014)","Feeder IRN","School Type","Gifted ","Read 3rd Grade 2013-14 % Proficient or above","Math 3rd Grade 2013-14 % Proficient or above","Read 4th Grade 2013-14 % Proficient or above","Math 4th Grade 2013-14 % Proficient or above","Read 5th Grade 2013-14 % Proficient or above","Math 5th Grade 2013-14 % Proficient or above","Science 5th Grade 2013-14 % Proficient or above","Read 6th Grade 2013-14 % Proficient or above","Math 6th Grade 2013-14 % Proficient or above","Read 7th Grade 2013-14 % Proficient or above","Math 7th Grade 2013-14 % Proficient or above","Read 8th Grade 2013-14 % Proficient or above","Math 8th Grade 2013-14 % Proficient or above","Science 8th Grade 2013-14 % Proficient or above","Read OGT 2013-14 % Proficient or above","Math OGT 2013-14 % Proficient or above","Write OGT 2013-14 % Proficient or above","Social Studies OGT 2013-14 % Proficient or above","Science OGT 2013-14 % Proficient or above","Read 11th Grade 2013-14 % at or above Proficient","Math 11th Grade 2013-14 % at or above Proficient","Write 11th Grade 2013-14 % at or above Proficient","Social Studies 11th Grade 2013-14 % at or above Proficient","Science 11th Grade 2013-14 % at or above Proficient","Attendance rate 2013-14","	2013 4-Year Longitudinal Graduation Rate - Class of 2013","	2013 5-Year Longitudinal Graduation Rate - Class of 2012","Enrollment","% of Total Enrollment"
"133264","Dohn Community","133264","Dohn Community","Hamilton","Region 13","Open","","Dropout Recovery","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"133280","Washington Park Community","133280","Washington Park Community","Cuyahoga","Region 3","Open","","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"133306","Summit Academy Community School for Alternative Learn-Canton","133306","Summit Academy Community School for Alternative Learn-Canton","Stark","Region 9","Open","","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"133322","Summit Academy Community School Alternative Learners-Lorain","133322","Summit Academy Community School Alternative Learners-Lorain","Lorain","Region 2","Open","","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"133330","T.C.P. World Academy","133330","T.C.P. World Academy","Hamilton","Region 13","Open","","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"133348","Richard Allen Preparatory","133348","Richard Allen Preparatory","Montgomery","Region 10","Open","","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"133389","Lighthouse Community Sch Inc","133389","Lighthouse Community Sch Inc","Hamilton","Region 13","Open","","Dropout Recovery","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"133413","Electronic Classroom Of Tomorrow","133413","Electronic Classroom Of Tomorrow","Franklin","Region 11","Open","","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"133421","Graham School, The","133421","Graham School, The","Franklin","Region 11","Open","","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"133439","Cornerstone Academy Community","133439","Cornerstone Academy Community","Franklin","Region 11","Open","","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"133454","Dayton Leadership Academies-Dayton View Campus","133454","Dayton Leadership Academies-Dayton View Campus","Montgomery","Region 10","Open","","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"133488","Life Skills Of Trumbull County","133488","Life Skills Of Trumbull County","Trumbull","Region 5","Open","","Dropout Recovery","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"133504","Phoenix Community Learning Ctr","133504","Phoenix Community Learning Ctr","Hamilton","Region 13","Open","","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"133512","Cincinnati College Preparatory Academy","133512","Cincinnati College Preparatory Academy","Hamilton","Region 13","Open","","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"133520","Citizens Academy","043786","Cleveland Municipal","Cuyahoga","Region 3","Open","","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"133538","Edge Academy, The","133538","Edge Academy, The","Summit","Region 8","Open","","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"133561","Millennium Community School","133561","Millennium Community School","Franklin","Region 11","Open","","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"133587","Summit Academy Akron Elementary School","133587","Summit Academy Akron Elementary School","Summit","Region 8","Open","","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"133603","World of Wonder PreK-8 School","043844","Dayton City","Montgomery","Region 10","Open","006841","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"133629","Horizon Science Acad Cleveland","133629","Horizon Science Acad Cleveland","Cuyahoga","Region 3","Open","","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"133660","Horizon Science Academy Columbus","133660","Horizon Science Academy Columbus","Franklin","Region 11","Open","","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"133678","Riverside Academy","133678","Riverside Academy","Hamilton","Region 13","Open","","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"133736","Richard Allen Academy","133736","Richard Allen Academy","Montgomery","Region 10","Open","","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"133785","Life Skills Ctr Of Cincinnati","133785","Life Skills Ctr Of Cincinnati","Hamilton","Region 13","Open","","Dropout Recovery","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"133801","Life Skills Ctr Of Youngstown","133801","Life Skills Ctr Of Youngstown","Mahoning","Region 5","Open","","Dropout Recovery","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"133819","Lincoln Preparatory School","133819","Lincoln Preparatory School","Cuyahoga","Region 3","Open","","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"133835","Invictus High School","133835","Invictus High School","Cuyahoga","Region 3","Open","","Dropout Recovery","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"133868","Towpath Trail High School","133868","Towpath Trail High School","Summit","Region 8","Open","","Dropout Recovery","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"133942","Toledo School For The Arts","133942","Toledo School For The Arts","Lucas","Region 1","Open","","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"134072","Youngstown Community School","134072","Youngstown Community School","Mahoning","Region 5","Open","","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"134098","Constellation Schools: Old Brooklyn Community Elementary","134098","Constellation Schools: Old Brooklyn Community Elementary","Cuyahoga","Region 3","Open","","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"134122","Autism Model School","134122","Autism Model School","Lucas","Region 1","Open","","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"134148","Aurora Academy","134148","Aurora Academy","Lucas","Region 1","Open","","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"134197","Green Inspiration Academy","134197","Green Inspiration Academy","Cuyahoga","Region 3","Open","","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"134213","Middlebury Academy","134213","Middlebury Academy","Summit","Region 8","Open","","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"134221","Colonial Prep Academy","134221","Colonial Prep Academy","Summit","Region 8","Open","","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"134247","City Day Community School","134247","City Day Community School","Montgomery","Region 10","Open","","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"134288","East End Comm Heritage School","134288","East End Comm Heritage School","Hamilton","Region 13","Closed","","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"134692","Clear Fork Middle School","049411","Clear Fork Valley Local","Richland","Region 7","Open","006551","Middle School","Gifted","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","74","18.1"
"135046","Eastern Elementary School","048512","Eastern Local","Meigs","Region 16","Open","009571","Elementary School","Gifted","--","--",">95.0",">95.0","84.6","69.2","84.6","--","--",">95.0","94.1","--","--","--","--","--","--","--","--","--","--","--","--","--","94.9","--","--","73","12.4"
"135269","Rapid Run Middle School","047373","Oak Hills Local","Hamilton","Region 13","Open","028217","Middle School","Gifted","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","168","26.5"
"135301","Henry Karrer Middle School","047027","Dublin City","Franklin","Region 11","Open","064758","Middle School","Gifted","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","407","51.8"
"135327","Genoa Middle School","045047","Westerville City","Franklin","Region 11","Open","146183","Middle School","Gifted","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","457","48.4"
"135517","Hillsboro Middle School","044123","Hillsboro City","Highland","Region 14","Open","016345","Middle School","Gifted","--","--","--","--","--","--","--",">95.0","92.9",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","100","16.6"
"135566","Mansfield Integrated Learning Center, Hedges Campus","044297","Mansfield City","Richland","Region 7","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"135830","Nagel Middle School","047340","Forest Hills Local","Hamilton","Region 13","Open","000687","Middle School","Gifted","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","398","31.6"
"135863","Wauseon Primary School","045641","Wauseon Exempted Village","Fulton","Region 1","Open","010348","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","41","9.1"
"136101","Twinsburg High School","050070","Twinsburg City","Summit","Region 8","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","432","33.1"
"136598","Medlar View Elementary School","044396","Miamisburg City","Montgomery","Region 10","Open","039156","Elementary School","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","86","23.8"
"136788","Southeast Intermediate Elementary School","049221","Southeast Local","Portage","Region 8","Open","071399","Elementary School","Gifted","92.3","92.3",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","58","16.4"
"136911","Indian Trail Elementary School","046946","Canal Winchester Local","Franklin","Region 11","Open","145466","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"137265","Huntington Middle School","049502","Huntington Local","Ross","Region 15","Open","017160","Middle School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.4","--","--","20","7.1"
"137273","Stanton Middle School","044164","Kent City","Portage","Region 8","Open","032508","Middle School","Gifted","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","202","26.9"
"137455","Van Buren Middle School","047464","Van Buren Local","Hancock","Region 1","Open","038232","Middle School","Gifted","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","79","32.4"
"137463","Piqua Junior High School","044644","Piqua City","Miami","Region 10","Open","030098","Junior High School","Gifted","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","79","16.3"
"138040","North Side Elementary School","048330","Lowellville Local","Mahoning","Region 5","Open","021683","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","11","3.9"
"138065","John C Dempsey Middle School","043877","Delaware City","Delaware","Region 11","Open","033084","Middle School","Gifted","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","194","23.6"
"138099","COLUMBUS GLOBAL ACADEMY","043802","Columbus City School District","Franklin","Region 11","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"138198","Eastmoor Academy","043802","Columbus City School District","Franklin","Region 11","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","94.3",">95.0",">95.0","88.6",">95.0",">95.0",">95.0",">95.0",">95.0","93.2",">95.0",">95.0","210","29.2"
"138347","Mogadore Junior High School","050039","Mogadore Local","Summit","Region 8","Open","025148","Junior High School","Gifted","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","22","14.2"
"138552","Ridgewood Middle School","046474","Ridgewood Local","Coshocton","Region 12","Open","031732","Middle School","Gifted","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","74","18.7"
"138602","Springboro Intermediate School","050427","Springboro Community City","Warren","Region 13","Open","065417","Elementary School","Gifted","--","--","--","--","--","--","--",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","257","50.1"
"138727","Franklin Woods Intermediate School","044800","South-Western City","Franklin","Region 11","Open","062208","Elementary School","Gifted","--","--","--","--","85.7","85.7","92.9",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","40","6.5"
"138735","Holt Crossing Intermediate School","044800","South-Western City","Franklin","Region 11","Open","062182","Elementary School","Gifted","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","107","14.6"
"138743","Galloway Ridge Intermediate School","044800","South-Western City","Franklin","Region 11","Open","062216","Elementary School","Gifted","--","--","--","--",">95.0","93.5",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","86","12.5"
"138750","Park Street Intermediate School","044800","South-Western City","Franklin","Region 11","Open","062190","Elementary School","Gifted","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","122","18.7"
"138826","Julian & Marjorie Lange School Elementary School","044586","Oakwood City","Montgomery","Region 10","Open","034694","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"138859","Little Miami Intermediate Middle School","050443","Little Miami Local","Warren","Region 13","Open","021121","Middle School","Gifted","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","223","32.3"
"138958","Harmon Middle School","046896","Pickerington Local","Fairfield","Region 11","Open","145078","Middle School","Gifted","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","163","29.8"
"138966","Diley Middle School","046896","Pickerington Local","Fairfield","Region 11","Open","112581","Middle School","Gifted","--","--","--","--",">95.0",">95.0",">95.0","94.4",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","158","28.2"
"139022","Southeastern Jr. High School","046276","Southeastern Local","Clark","Region 10","Open","035196","Junior High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"139204","Tinora Elementary School","046722","Northeastern Local","Defiance","Region 1","Open","064139","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","15","3.5"
"139212","Lynchburg-Clay Elementary School","047639","Lynchburg-Clay Local","Highland","Region 14","Open","139220","Elementary School","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","57","10.8"
"139220","Lynchburg-Clay Middle School","047639","Lynchburg-Clay Local","Highland","Region 14","Open","021816","Middle School","Gifted","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","49","17.5"
"139287","Central Intermediate School","044974","Wadsworth City","Medina","Region 8","Open","005710","Elementary School","Gifted","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","311","42.0"
"139311","Monroe Jr./Sr. High School","139303","Monroe Local School District","Butler","Region 13","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","196","18.5"
"139337","Monroe Elementary School","139303","Monroe Local School District","Butler","Region 13","Open","139311","Elementary School","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","239","23.0"
"139360","Oak Creek Elementary School","046763","Olentangy Local","Delaware","Region 11","Open","146860","Elementary School","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","187","33.8"
"139477","Bright Elementary School","047613","Bright Local","Highland","Region 14","Open","000519","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","22","5.6"
"139485","Stingel Elementary School","049478","Ontario Local","Richland","Region 7","Open","028688","Elementary School","Gifted","--","--",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","42","5.0"
"139543","James A. Garfield Intermediate School","049205","James A Garfield Local","Portage","Region 8","Closed","013177","Elementary School","Gifted","--","--","--","--",">95.0","95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","44","17.7"
"139584","Girard Junior High School","044065","Girard City School District","Trumbull","Region 5","Open","013482","Junior High School","Gifted","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","48","16.6"
"139717","Loveland Intermediate School","044271","Loveland City","Hamilton","Region 13","Open","021592","Elementary School","Gifted","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","215","28.0"
"139873","Carson Elementary School","043752","Cincinnati City","Hamilton","Region 13","Open","008110","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"140020","Liberty Center Middle School","047589","Liberty Center Local","Henry","Region 1","Closed","------","Middle School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"140046","H G Blake Elementary School","044388","Medina City SD","Medina","Region 8","Open","115873","Elementary School","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","93.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","87","19.1"
"140152","Choices Alternative School","043711","Canton City","Stark","Region 9","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","36.4","--","--","--"
"140350","Portsmouth Elementary","044669","Portsmouth City","Scioto","Region 15","Open","030569","Elementary School","Gifted","--","--","--","--","93.3","86.7","93.3",">95.0","93.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","35","3.8"
"140590","Creekview Intermediate Elementary School","045476","Marysville Exempted Village","Union","Region 11","Open","023127","Elementary School","Gifted","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","128","17.2"
"140806","Alton Darby Elementary School","047019","Hilliard City","Franklin","Region 11","Open","112698","Elementary School","Gifted",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","43","10.8"
"140814","Hilliard Tharp Sixth Grade Elementary School","047019","Hilliard City","Franklin","Region 11","Open","119438","Middle School","Gifted","--","--","--","--","--","--","--",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","91","14.1"
"140822","Hoffman Trails Elementary School","047019","Hilliard City","Franklin","Region 11","Open","112698","Elementary School","Gifted","--","--",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","51","10.6"
"140830","Hilliard Memorial Middle School","047019","Hilliard City","Franklin","Region 11","Open","009091","Middle School","Gifted","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","135","17.0"
"140871","Triad Middle School","046201","Triad Local","Champaign","Region 6","Open","037531","Middle School","Gifted","--","--","--","--","94.4",">95.0",">95.0","--","--",">95.0","84.6",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","94.6","--","--","57","17.8"
"140889","Leighton Elementary School","049171","Aurora City","Portage","Region 8","Open","066803","Elementary School","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","92","14.7"
"140970","Tyler Run Elementary School","046763","Olentangy Local","Delaware","Region 11","Open","140988","Elementary School","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","231","37.9"
"140988","Olentangy Liberty Middle School","046763","Olentangy Local","Delaware","Region 11","Open","145953","Middle School","Gifted","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","508","63.0"
"141994","Visintainer Middle School","043661","Brunswick City","Medina","Region 8","Open","003970","Middle School","Gifted","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","96","17.5"
"142000","Jackson Middle School","044800","South-Western City","Franklin","Region 11","Open","061325","Middle School","Gifted","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","138","21.9"
"142018","Central Crossing High School","044800","South-Western City","Franklin","Region 11","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","94.8",">95.0",">95.0","307","19.0"
"142034","Columbus Africentric Early College","043802","Columbus City School District","Franklin","Region 11","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","73.3",">95.0","80.0","66.7",">95.0",">95.0",">95.0",">95.0","86.4","93.1","83.3","86.7","85","18.1"
"142141","Southern Elementary School","048538","Southern Local","Meigs","Region 16","Open","035220","Elementary School","Gifted","--","--",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","35","7.2"
"142158","Morgan Junior High School","048777","Morgan Local","Morgan","Region 12","Open","","Junior High School","Gifted","--","--","--","--","--","--","--","--","--",">95.0",">95.0","--","--",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","39","13.5"
"142166","East Elementary School","048777","Morgan Local","Morgan","Region 12","Open","","Elementary School","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","69","17.8"
"142174","West Elementary School","048777","Morgan Local","Morgan","Region 12","Open","","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","23","8.0"
