"District IRN","Name","Address","City","State","Postal Code","Avg Teacher Exp","% of teachers with masters degrees","Teacher attendance %","# of students","# of FT teachers","Student-teacher ratio","% of kids in poverty","% of kids with special needs","% gifted","% white","% non-white","% enrolled less than 3 years","Letter grade standards met","Letter grade performance index","Performance index score","Letter grade overall value-add","Letter grade gifted value-add","Letter grade disabled value-add","Letter grade lowest 20% value-add","Letter grade of AMO","Attendance rate","Graduation rate","State Funding per Student","Charter cost per student","Charter cost per classroom","% Spent in Classroom","% Spent on Administration","Community School Transfer","Funding per Student","Third Grade Reading Student Count","Third Grade Reading Student Count At or Above 392","Third Grade Reading Percentage","Read 3rd Grade % at or above Proficient","TOTAL CALCULATED STATE FUNDING","TOTAL ADDITIONAL AID ITEMS","TOTAL ADM","Letter grade of four year graduation rate"
"044230","Lockland Local","210 N Cooper Ave","Cincinnati","OH","45215-3011","12","38.5","97.5","585.0","60","9.8","82.4","15.9","4.8","42.7","57.3","60.3","F","D","83.368","C","NA","C","C","F","93.5","86.4","3133.92","191.32","4783.09","89.4","10.6","-233137.24","3376.3828565219414","25.0","21","84.0","84.0","2150387","24712","644","C"
"048264","Jonathan Alder Local","9200 US Route 42 S","Plain City","OH","43064","8","75.0","95.4","2197.0","121","18.2","26.9","10.5","18.2","94.2","5.8","33.7","B","B","102.725","B","C","C","C","D","95.7","97.0","3326.45","74.00","1850.10","92.5","7.5","-313183.67","3458.809889820849","181.0","177","97.8","97.8","6989675","111331","2053","A"
"050062","Springfield Local","2410 Massillon Rd","Akron","OH","44312-4258","15","69.3","93.6","2422.0","145","16.7","60.1","18.6","8.9","92.4","7.6","42.0","D","C","93.854","A","D","C","B","D","93.5","94.6","3329.73","213.52","5337.90","94.3","5.7","-990055.83","3644.0939892613096","116.0","112","96.6","96.6","8979457","230298","2527","A"
"043638","Bowling Green City","137 Clough St","Bowling Green","OH","43402-2901","14","76.1","96.6","2913.0","173","16.8","36.4","13.6","11.3","78.7","21.3","37.5","C","B","101.104","A","C","C","C","F","95.8","93.6","2188.67","106.35","2658.76","93.7","6.3","-480889.13","2381.6670420680002","217.0","213","98.2","98.2","6972474","260053","3037","A"
"044602","Oregon City","5721 Seaman St","Oregon","OH","43616-2631","13","69.2","94.7","3840.0","212","18.1","34.7","13.3","23.3","83.3","16.7","37.4","C","B","98.247","C","F","D","A","C","95.7","90.4","2375.62","180.01","4500.23","94.8","5.2","-956594.08","2635.903093956954","268.0","265","98.9","98.9","9388665","291215","3672","B"
"045328","Columbiana Exempted Village","700 Columbiana Waterford Rd","Columbiana","OH","44408-9499","12","56.5","96","1002.0","64","15.7","37.7","15.2","7.8","93.8","6.2","44.4","A","B","105.509","A","D","A","C","A","95.0","93.1","2104.83","48.00","1200.11","92.3","7.7","-79127.15","2223.415396068801","73.0","73","100.0","100.0","2228297","71359","1034","A"
"048348","Poland Local","3199 Dobbins Rd","Poland","OH","44514-2327","15","60.5","95.2","2105.0","130","16.2","15.1","9.3","7.7","94.1","5.9","28.2","A","B","106.482","A","A","D","D","B","95.8","97.7","2473.85","50.64","1266.10","93.5","6.5","-162322.97","2566.8856733443845","149.0","148","99.3","99.3","5392572","88910","2135","A"
"046854","Berne Union Local","506 N Main St","Sugar Grove","OH","43155-0187","10","49.5","96.7","864.0","55","15.7","44.8","16.1","4.1",">95.0","<5.0","35.7","C","B","100.918","F","NA","B","C","C","96.5","97.5","4173.18","27.97","699.14","93.1","6.9","-88243.20","4278.436603074824","61.0","60","98.4","98.4","3447726","64272","821","A"
"045633","Versailles Exempted Village","PO Box 313","Versailles","OH","45380-0313","10","72.5","92.8","1345.0","73","18.4","17.2","6.8","17.5",">95.0","<5.0","25.2","A","A","109.186","A","B","B","A","B","97.3","100.0","4560.72","26.91","672.87","92.3","7.7","-93576.80","4643.278756109655","92.0","92","100.0","100.0","6477036","77880","1412","A"
"048611","Bethel Local","7490 State Route 201","Tipp City","OH","45371-7316","21","82.0","95.8","995.0","52","19.1","17.0","7.5","17.9","92.6","7.4","41.4","A","B","103.249","F","D","C","C","C","96.1","91.9","2685.62","135.87","3396.74","93.2","6.8","-201755.57","2910.315574498313","76.0","76","100.0","100.0","2720717","65241","957","B"
"046508","Buckeye Central Local","938 S Kibler St","New Washington","OH","44854-9521","12","68.1","95","736.0","53","13.9","41.0","15.1","21.6","95.0","5.0","45.5","A","B","101.589","B","C","C","D","C","95.8","87.3","4661.18","72.53","1813.35","91.6","8.4","-165144.41","4794.095401880569","39.0","39","100.0","100.0","4033829","50117","852","C"
"048165","Keystone Local","PO Box 65","Lagrange","OH","44050-0065","7","57.2","94.4","1695.0","98","17.3","28.3","12.2","12.9","94.9","5.1","38.1","B","B","100.306","A","D","A","C","D","95.5","94.7","3814.22","119.77","2994.19","92.3","7.7","-364226.98","4033.7879861373585","104.0","103","99.0","99.0","6150184","146680","1561","A"
"048009","Licking Heights Local","6539 Summit Rd SW","Pataskala","OH","43062-8767","9","47.9","95.2","3547.0","206","17.2","40.6","12.0","13.1","60.4","39.6","45.2","B","B","100.158","A","B","B","A","B","94.9","95.4","2033.20","257.96","6449.11","94.6","5.4","-1397456.99","2393.2956820993477","272.0","269","98.9","98.9","8765795","365298","3815","A"
"044198","Lakewood City","1470 Warren Rd","Lakewood","OH","44107-3918","12","61.0","95.7","5192.0","368","14.1","48.0","12.2","26.4","73.4","26.6","41.5","C","B","98.771","A","D","B","A","F","95.5","86.2","2826.08","252.16","6303.97","95.2","4.8","-2516678.52","3172.610956058934","368.0","354","96.2","96.2","17561566","524189","5701","C"
"048215","Ottawa Hills Local","3600 Indian Rd","Toledo","OH","43606-2425","19","81.1","96","907.0","69","13.1","NA","5.5","60.6","82.2","17.8","31.6","A","A","111.127","A","A","C","NA","B","96.6","98.7","1676.87","32.13","803.18","93.8","6.2","-41041.24","1738.2117046963028","66.0","66","100.0","100.0","1635190","27774","957","A"
"049841","Fairless Local","11885 Navarre Rd SW","Navarre","OH","44662-9485","16","22.6","94.8","1560.0","105","14.9","40.3","18.2","18.3",">95.0","<5.0","32.4","B","B","102.95","A","A","A","A","A","95.7","93.1","4528.12","82.70","2067.53","92.5","7.5","-304762.03","4709.155603303404","116.0","116","100.0","100.0","7686883","159324","1666","A"
"043752","Cincinnati City","PO Box 5381","Cincinnati","OH","45201-5381","18","67.7","95.7","30421.0","2108","14.4","71.7","19.4","9.8","25.6","74.4","27.5","F","C","86.866","F","F","F","F","F","95.8","73.6","2711.60","797.78","19944.46","91.7","8.3","-56673410.57","3616.9135081871","2154.0","2092","97.1","97.1","150507074","3802971","42663","F"
"046136","New Miami Local","600 Seven Mile Ave","Hamilton","OH","45011-5748","9","62.6","96.8","727.0","59","12.3",">95.0","19.0","1.4","90.2","9.8","45.1","F","C","86.352","F","NA","F","D","F","94.2","88.1","6446.02","25.95","648.77","92.3","7.7","-144445.15","6593.457978342516","50.0","45","90.0","90.0","4429614","82224","684","C"
"050617","Edgerton Local","111 E River St","Edgerton","OH","43517-9623","18","71.7","94.9","640.0","44","14.5","48.9","11.7","8.4","94.5","5.5","37.7","C","B","99.711","C","C","C","C","D","96.4","98.2","4068.77","45.75","1143.80","91.1","8.9","-84379.20","4181.842953652788","42.0","42","100.0","100.0","2619790","41953","636","A"
"044040","Garfield Heights City","5640 Briarcliff Dr","Garfield Heights","OH","44125-4158","10","50.6","95.5","3567.0","240","14.9","72.2","16.6","2.4","28.2","71.8","52.0","F","D","82.26","F","C","B","B","F","93.9","83.2","4017.36","231.13","5778.29","91.3","8.7","-2360142.02","4308.380754631437","177.0","171","96.6","96.6","17640227","225164","4147","D"
"044511","North College Hill City","1731 Goodman Ave","Cincinnati","OH","45239-4844","10","50.8","96.4","1628.0","96","17.0","71.4","20.0","3.1","13.9","86.1","58.8","F","D","83.806","B","C","C","C","F","94.0","75.2","4551.54","144.23","3605.64","94.7","5.3","-727237.96","4741.33513839433","99.0","96","97.0","97.0","8255328","80034","1758","F"
"045773","Elida Local","4380 Sunnydale St","Elida","OH","45807-9593","15","61.1","95","2553.0","129","19.8","50.9","9.3","8.3","75.1","24.9","41.0","C","B","98.269","A","B","C","B","D","95.0","87.8","2648.06","169.47","4236.79","93.8","6.2","-796177.05","2887.2289207561853","199.0","198","99.5","99.5","7548306","168939","2673","C"
"044693","Reading Community City","1301 Bonnell St","Reading","OH","45215-3322","10","76.9","96.6","1657.0","101","16.4","56.3","17.3","11.1","85.8","14.2","41.9","D","B","98.321","F","C","F","F","D","95.0","92.2","2354.76","130.72","3267.99","93.5","6.5","-275182.78","2569.2743605553546","121.0","121","100.0","100.0","3509062","116159","1411","B"
"044289","Madeira City","7465 Loannes Dr","Cincinnati","OH","45243-1851","12","82.2","96.9","1353.0","98","13.8","7.5","11.1","38.3","89.7","10.3","27.0","A","A","111.869","C","B","C","NA","A","96.8","98.4","1882.43","29.23","730.76","93.4","6.6","-56681.36","1937.815378618912","107.0","107","100.0","100.0","2648407","36300","1385","A"
"045021","Wellston City","1 E Broadway St","Wellston","OH","45692-1225","14","48.9","94.8","1494.0","101","14.8","87.7","19.4","14.1",">95.0","<5.0","33.3","D","C","95.335","F","C","F","F","F","94.5","90.2","6855.98","9.43","235.64","93.8","6.2","-359199.47","6962.026849101254","102.0","98","96.1","96.1","10912644","149181","1589","B"
"047969","Symmes Valley Local","14778 State Route 141","Willow Wood","OH","45696-9015","14","19.0","95.7","786.0","57","13.8","54.8","17.7","7.9",">95.0","<5.0","36.0","C","B","98.676","C","F","B","D","B","94.7","86.1","7770.51","-15.26","-381.48","93.7","6.3","-35729.14","7825.37646476101","56.0","56","100.0","100.0","5950178","53373","767","C"
"050203","Lordstown Local","1824 Salt Springs Rd","Warren","OH","44481-9735","13","40.4","95.2","520.0","36","14.4","32.7","14.8","22.7","93.7","6.3","32.4","A","B","104.968","F","F","C","F","B","95.7","97.7","330.89","496.26","12406.51","91.3","8.7","-259842.44","875.2887965319758","30.0","30","100.0","100.0","418696","21470","503","A"
"048710","New Lebanon Local","320 S Fuls Rd","New Lebanon","OH","45345","15","69.5","95.5","1179.0","83","14.2","55.7","16.1","13.0",">95.0","<5.0","39.9","C","B","98.733","B","B","C","C","C","95.0","84.8","5371.67","13.49","337.16","94.0","6.0","-181578.16","5500.96254242576","83.0","83","100.0","100.0","5711270","107263","1058","C"
"044990","Warren City","105 High Street","Warren","OH","44481","13","51.9","94.4","5069.0","355","14.3",">95.0","17.4","10.5","46.2","53.8","45.8","F","D","76.905","F","C","F","F","F","92.4","76.2","6742.64","344.57","8614.21","91.6","8.4","-6916670.72","7204.274423087736","334.0","266","79.6","79.6","44233570","612678","6225","F"
"069682","East Guernsey Local","PO Box 128","Old Washington","OH","43768-0128","17","19.9","95","983.0","54","18.2","56.5","18.5","15.1",">95.0","<5.0","32.2","D","C","95.775","D","D","C","C","F","94.2","93.2","5879.87","15.72","393.07","93.1","6.9","-176728.51","6009.321064722817","65.0","65","100.0","100.0","6084919","114477","1032","A"
"047803","Indian Creek Local","587 Bantam Ridge Rd","Wintersville","OH","43953-4231","19","68.4","94.6","2168.0","136","15.9","53.0","14.3","8.0","92.1","7.9","35.0","D","C","94.698","F","C","F","F","F","93.1","91.1","3654.44","79.69","1992.37","93.1","6.9","-466710.48","3814.3215321304206","153.0","151","98.7","98.7","8852222","184859","2369","B"
"047522","Upper Scioto Valley Local","PO Box 305","Mc Guffey","OH","45859-0305","13","41.9","94.3","543.0","37","14.7","47.1","19.7","12.7","94.7","5.3","35.0","D","C","93.914","B","C","A","A","D","93.9","87.8","6349.21","6.35","158.79","92.3","7.7","-111502.50","6459.905302066652","24.0","24","100.0","100.0","4251355","65348","668","C"
"048488","Cloverleaf Local","8525 Friendsville Rd","Lodi","OH","44254-9706","13","68.7","93.5","2525.0","148","17.1","31.6","11.4","25.5",">95.0","<5.0","31.6","A","B","102.312","A","A","C","C","B","95.5","93.1","3185.39","157.11","3927.85","94.0","6.0","-781556.56","3454.6599274177293","172.0","172","100.0","100.0","8965427","287327","2678","A"
"046516","Colonel Crawford Local","PO Box 7","North Robinson","OH","44856-0007","19","44.5","94.8","923.0","72","12.8","32.6","16.7","13.3",">95.0","<5.0","35.1","C","B","99.357","A","B","C","D","C","96.3","100.0","2914.10","182.25","4556.13","93.3","6.7","-223168.29","3123.6684908091283","62.0","59","95.2","95.2","2427961","20776","784","A"
"046433","Crestview Local","44100 Crestview Rd Ste A","Columbiana","OH","44408-9660","14","62.6","95.5","1265.0","74","17.1","39.3","10.8","17.1",">95.0","<5.0","35.3","B","B","101.362","C","C","B","A","B","95.4","92.3","4736.80","32.21","805.27","93.4","6.6","-119910.06","4852.497174833107","99.0","98","99.0","99.0","4381323","67252","917","B"
"043919","East Liverpool City","810 W 8th St","East Liverpool","OH","43920-2302","14","53.2","94.7","2153.0","172","12.5","75.5","20.5","6.3","87.6","12.4","41.4","F","C","89.325","A","D","F","C","F","94.1","84.6","7571.74","-26.59","-664.82","95.2","4.8","-1136676.02","7659.508707223875","133.0","103","77.4","77.4","18753934","268992","2484","C"
"043521","Athens City","25 S Plains Rd","The Plains","OH","45780-1333","16","75.2","93.7","2747.0","204","13.5","39.7","17.8","25.3","85.7","14.3","40.2","D","B","97.171","C","C","F","C","F","95.1","91.2","2955.10","133.30","3332.55","94.7","5.3","-552342.96","3205.8705521073666","164.0","163","99.4","99.4","7611525","280815","2462","B"
"046003","Shadyside Local","3890 Lincoln Ave","Shadyside","OH","43947-1319","18","53.4","95","809.0","46","17.6","30.3","16.3","20.0",">95.0","<5.0","35.6","C","B","98.379","F","F","F","F","F","95.2","96.7","3737.16","22.34","558.40","92.4","7.6","-43374.75","3795.2424692469244","52.0","52","100.0","100.0","2506465","23443","667","A"
"044461","New Boston Local","#1 Glenwood Tiger Trail","New Boston","OH","45662","14","52.3","94.4","469.0","36","13.0","94.0","20.5","15.6","92.1","7.9","44.9","F","C","87.569","F","NA","F","D","F","94.4","87.1","4696.72","399.97","9999.21","90.5","9.5","-301088.90","5208.805758498907","31.0","31","100.0","100.0","1894042","38060","371","C"
"050575","Northwestern Local","7571 N Elyria Rd","West Salem","OH","44287-9707","13","67.0","95.6","1447.0","89","16.3","41.3","11.9","8.6",">95.0","<5.0","34.8","A","B","101.927","C","C","B","C","C","95.6","93.2","5176.17","15.08","377.02","94.7","5.3","-158606.21","5239.990778241635","97.0","97","100.0","100.0","6669641","58088","1284","A"
