"School IRN","School Name","Address","City","State","Postal Code","County","District IRN","District Name","Grades Served","# of students","Letter grade standards met","Letter grade performance index","Performance index score","Letter grade overall value-add","Letter grade gifted value-add","Letter grade disabled value-add","Letter grade lowest 20% value-add","Letter grade of AMO","Attendance rate","Graduation rate","Read 3rd Grade % at or above Proficient","Letter grade of four year graduation rate","% of kids in poverty","% of kids with special needs","% gifted","% white","% non-white"
"011031","Fairfield Local Elementary School","11611 State Route 771","Leesburg","OH","45135-8601","Highland","047621","Fairfield Local","K-4","397","A","B","105.759","F","B","C","F","A","96.4","NA","94.4","NA","44.1","9.6","9.3","93.5","6.5"
"011749","Wapakoneta Jr. High","1 Redskin Trl","Wapakoneta","OH","45895-9375","Auglaize","044982","Wapakoneta City","8","218","D","B","97.118","F","F","F","D","D","96.1","NA","NA","NA","37.2","19.7","21.6",">95.0","<5.0"
"011748","Wapakoneta Elementary","900 N Blackhoof St","Wapakoneta","OH","45895-1247","Auglaize","044982","Wapakoneta City","K-4,P","928","A","B","105.887","F","A","C","C","A","96.4","NA","93.1","NA","46.6","11.0","7.4","94.8","5.2"
"008425","Deshler Elementary School","221 E Maple St","Deshler","OH","43516-1277","Henry","047597","Patrick Henry Local","K-2","224","NA","NA","NA","NA","NA","NA","NA","NA","96.8","NA","NA","NA","42.4","17.4","NA","87.9","12.1"
"037598","Troy High School","151 Staunton Rd","Troy","OH","45373-1451","Miami","044925","Troy City","9-12","1304","A","B","105.946","NA","NA","NA","NA","B","95.4","NA","NA","A","28.8","11.3","24.8","84.0","16.0"
"036061","Bogan Elementary","5200 Hamilton Richmond Rd","Oxford","OH","45056-9433","Butler","046151","Talawanda City","K-5","346","C","B","100.871","F","D","NA","C","D","95.9","NA","92.7","NA","35.3","10.4","14.7",">95.0","<5.0"
"011580","Belle Aire Intermediate","1120 High St","Washington","OH","43160-2465","Fayette","045013","Washington Court House City","3-5","545","F","C","90.255","A","A","A","A","F","96.1","NA","74.5","NA","71.0","20.0","16.7","88.3","11.7"
"032755","Ross High School","3601 Hamilton Cleves Rd","Hamilton","OH","45013-9505","Butler","046144","Ross Local","9-12","857","A","B","107.433","NA","NA","NA","NA","A","95.6","NA","NA","A","22.2","11.4","20.9",">95.0","<5.0"
"026732","New Haven Elementary School","PO Box 176","New Haven","OH","44850-0176","Huron","045096","Willard City","4-6","193","F","C","89.271","A","NA","A","A","F","96.1","NA","NA","NA","68.4","13.5","NA","69.9","30.1"
"003491","Brent Elementary School","8791 Brent Dr","Cincinnati","OH","45231-4911","Hamilton","047332","Finneytown Local","K-2","280","NA","NA","NA","NA","NA","NA","NA","NA","96.0","NA","NA","NA","50.0","13.2","12.5","42.1","57.9"
"040295","Wernert Elementary School","5050 Douglas Rd","Toledo","OH","43613-2607","Lucas","048231","Washington Local","K-6,P","374","F","C","95.359","A","C","C","B","F","95.9","NA","90.2","NA","74.6","14.7","12.0","67.1","32.9"
"025577","Morrison Elementary School","2235 Arthur Ave","Dayton","OH","45414-3117","Montgomery","048736","Northridge Local","1-3","414","F","C","92.269","NA","NA","NA","NA","F","94.0","NA","73.1","NA","92.3","8.2","8.5","69.3","30.7"
"004432","Byesville Elementary School","212 Main St","Byesville","OH","43723-1339","Guernsey","047308","Rolling Hills Local","K-2","225","NA","NA","0.000","NA","NA","NA","NA","NA","94.1","NA","NA","NA","67.6","26.7","NA",">95.0","<5.0"
"003657","Britton Elementary School","4501 Britton Rd","Hilliard","OH","43026-9446","Franklin","047019","Hilliard City","K-5","380","F","C","95.619","A","C","NA","A","F","96.9","NA","78.9","NA","36.3","10.8","8.7","66.6","33.4"
"139212","Lynchburg-Clay Elementary School","6760 State Route 134","Lynchburg","OH","45142-9154","Highland","047639","Lynchburg-Clay Local","K-5,P","529","A","B","103.898","B","D","A","C","A","96.1","NA","92.6","NA","51.8","19.1","10.8",">95.0","<5.0"
"003301","Bowsher High School","2200 Arlington Avenue","Toledo","OH","43614-4441","Lucas","044909","Toledo City","9-12","1177","D","C","87.063","NA","NA","NA","NA","F","95.0","NA","NA","F","60.9","20.1","17.0","45.9","54.1"
"064261","Lake Middle School","511 Market Ave SW","Hartville","OH","44632-9047","Stark","049866","Lake Local","6-8","806","A","B","106.749","F","C","F","D","C","96.1","NA","NA","NA","18.2","11.4","14.6",">95.0","<5.0"
"003475","Brecksville-Broadview Heights Middle School","6376 Mill Rd","Broadview Heights","OH","44147-2260","Cuyahoga","043646","Brecksville-Broadview Heights City","6-8","948","A","B","107.668","A","C","A","B","B","96.6","NA","NA","NA","12.1","9.4","37.7","85.5","14.5"
"002303","Belmont High School","2615 Wayne Ave","Dayton","OH","45420-1833","Montgomery","043844","Dayton City","7-12","950","F","D","73.640","C","NA","C","F","F","85.3","NA","NA","F",">95.0","25.8","3.2","52.2","47.8"
"013292","George Washington Carver","2200 E 55th St","Cleveland","OH","44103-4406","Cuyahoga","043786","Cleveland Municipal City","P,K-8","356","F","F","52.146","F","NA","D","F","F","87.4","NA","29.5","NA",">95.0","22.5","NA","NA","NA"
"081786","Lake Elementary School","225 Lincoln St SW","Hartville","OH","44632-9382","Stark","049866","Lake Local","4-5","552","A","B","103.928","A","D","A","B","D","96.7","NA","NA","NA","18.5","11.4","10.3","94.2","5.8"
"023846","McKinley High School","2323 17th St NW","Canton","OH","44708-2601","Stark","043711","Canton City","9-12","1333","F","C","88.985","NA","NA","NA","NA","F","92.8","NA","NA","C","74.5","19.5","17.9","43.4","56.6"
"038687","Rittman Elementary School","131 N Metzger Ave","Rittman","OH","44270-1225","Wayne","045591","Rittman Exempted Village","K-5","545","D","B","96.473","F","C","F","C","F","95.8","NA","82.9","NA","55.0","13.2","8.4","91.4","8.6"
"013458","Pandora-Gilboa Middle School","410 Rocket Rdg","Pandora","OH","45877-9607","Putnam","049395","Pandora-Gilboa Local","5-8","155","C","B","102.312","A","C","NA","C","D","96.7","NA","NA","NA","23.2","10.3","15.5","92.9","7.1"
"012450","Fredericktown High School","111 Stadium Dr","Fredericktown","OH","43019-9801","Knox","047852","Fredericktown Local","9-12","364","A","B","105.206","NA","NA","NA","NA","A","94.2","NA","NA","C","33.0","17.3","13.2",">95.0","<5.0"
"012103","General Rosecrans Elementary","301 S. Miller Drive","Sunbury","OH","43074","Delaware","046748","Big Walnut Local","K-5,P","461","A","B","104.833","B","D","C","D","B","96.3","NA","94.1","NA","14.3","10.4","15.6","94.4","5.6"
"028761","Oregon Elementary School","125 N Oregon St","Johnstown","OH","43031-1067","Licking","047985","Johnstown-Monroe Local","1-3","355","A","B","104.710","NA","NA","NA","NA","A","96.1","NA","91.7","NA","28.7","12.7","8.2","94.6","5.4"
"019380","Lacroft Elementary School","2460 Boring Ln","East Liverpool","OH","43920-4464","Columbiana","043919","East Liverpool City","K-4","514","F","C","86.997","B","NA","C","C","F","94.5","NA","54.5","NA","79.4","17.3","2.7","87.7","12.3"
"002873","South Webster Jr/Sr High School","PO Box 100","South Webster","OH","45682-0100","Scioto","049593","Bloom-Vernon Local","7-12","401","B","B","98.896","A","B","C","B","B","94.4","NA","NA","A","55.4","11.5","12.0",">95.0","<5.0"
"006809","Wellston Intermediate School","225 Golden Rocket Dr","Wellston","OH","45692-9605","Jackson","045021","Wellston City","3-5","339","F","C","92.845","F","D","F","F","F","95.6","NA","79.1","NA",">95.0","22.4","19.8",">95.0","<5.0"
"067744","Innis Elementary School","3399 Kohr Blvd","Columbus","OH","43224-3051","Franklin","043802","Columbus City","K-5","366","F","D","77.647","C","NA","C","C","F","92.8","NA","63.9","NA","89.1","11.7","5.5","7.7","92.3"
"011635","Findley Community Learning Center","65 W Tallmadge Ave","Akron","OH","44310-2945","Summit","043489","Akron City","K-5","499","F","D","66.740","A","NA","B","A","F","94.1","NA","46.3","NA",">95.0","12.2","NA","11.4","88.6"
"025668","Mound Elementary School","1108 Range Ave","Miamisburg","OH","45342-3365","Montgomery","044396","Miamisburg City","K-5","334","B","B","102.850","C","D","C","NA","B","97.0","NA","93.4","NA","39.5","9.6","17.4","87.1","12.9"
"098392","High Point Elementary School","700 Venetian Way","Gahanna","OH","43230-1805","Franklin","046961","Gahanna-Jefferson City","K-5","480","A","B","105.973","A","A","C","NA","D","97.2","NA","90.6","NA","10.8","14.2","17.5","79.0","21.0"
"023994","Meadowlawn Elementary School","1313 E Strub Rd","Sandusky","OH","44870-5684","Erie","046813","Perkins Local","2-5","547","D","C","94.527","F","C","C","F","F","96.6","NA","90.8","NA","36.0","11.3","11.2","84.6","15.4"
"008334","Delta Elementary School","1099 Panther Pride Drive","Delta","OH","43515-1146","Fulton","047084","Pike-Delta-York Local","K-4","534","A","B","104.538","F","NA","C","B","A","96.9","NA","90.5","NA","45.9","20.8","NA","92.9","7.1"
"024430","Miamitown Elementary School","6578 St Rt 128","Miamitown","OH","45041","Hamilton","047381","Southwest Local","K-6","280","C","B","100.085","A","NA","A","A","F","95.0","NA","92.9","NA","66.8","18.9","NA","86.4","13.6"
"007823","Crooksville High School","4075 Ceramic Way","Crooksville","OH","43731-9720","Perry","045351","Crooksville Exempted Village","8-12","460","F","C","89.363","F","NA","NA","F","F","92.8","NA","NA","A","63.0","14.6","15.7",">95.0","<5.0"
"062364","Orrville Middle School","801 Mineral Spring St","Orrville","OH","44667-1607","Wayne","044610","Orrville City","5-8","485","B","B","100.588","D","C","C","C","C","96.1","NA","NA","NA","54.2","15.5","23.1","81.0","19.0"
"091389","Federal Hocking Middle School","8461 State Route 144","Stewart","OH","45778-9501","Athens","045914","Federal Hocking Local","7-8","138","F","C","88.502","D","C","D","D","F","95.4","NA","NA","NA","66.7","16.7","27.5","85.5","14.5"
"013184","Hyde Park School","3401 Edwards Rd","Cincinnati","OH","45208-2105","Hamilton","043752","Cincinnati City","K-6,P","232","A","A","117.402","C","D","NA","NA","A","98.0","NA","100.0","NA","17.2","NA","60.3","72.8","27.2"
"006791","Clyde High School","1015 Race St","Clyde","OH","43410-1832","Sandusky","045302","Clyde-Green Springs Exempted Village","9-12","684","A","B","100.707","NA","NA","NA","NA","B","94.0","NA","NA","A","36.3","13.3","26.8","88.7","11.3"
"025114","Minster Jr/Sr High School","100 E 7th St","Minster","OH","45865-1080","Auglaize","045948","Minster Local","7-12","401","A","A","110.886","B","B","C","NA","A","97.1","NA","NA","A","8.2","8.0","33.7",">95.0","<5.0"
"021162","Loveland Early Childhood Center","6740 Loveland Miamiville Rd","Loveland","OH","45140-8795","Hamilton","044271","Loveland City","K-1,P","298","NA","NA","NA","NA","NA","NA","NA","NA","96.3","NA","NA","NA","13.1","17.4","22.1","89.3","10.7"
"112698","Hilliard Station Sixth Grade Elementary School","3859 Main St","Hilliard","OH","43026-1448","Franklin","047019","Hilliard City","6","555","A","B","107.612","A","A","A","A","D","97.2","NA","NA","NA","18.2","11.0","15.7","79.8","20.2"
"138099","COLUMBUS GLOBAL ACADEMY","2001 Hamilton Ave","Columbus","OH","43211-2115","Franklin","043802","Columbus City School District","6-12","701","F","D","68.182","A","NA","NA","A","F","88.7","NA","NA","F","83.9","2.0","NA","5.0","95.0"
"002279","Bellville Elementary School","195 School St","Bellville","OH","44813-1218","Richland","049411","Clear Fork Valley Local","K-5","404","B","B","102.412","B","A","C","C","B","96.4","NA","84.5","NA","39.4","13.6","7.2",">95.0","<5.0"
"007310","Copley High School","3807 Ridgewood Rd","Copley","OH","44321-1630","Summit","049981","Copley-Fairlawn City","9-12","1078","A","B","105.527","NA","NA","NA","NA","C","95.7","NA","NA","A","16.2","13.1","22.4","71.2","28.8"
"008933","Rosa Parks Elementary School","1210 S Verity Pkwy","Middletown","OH","45044-5611","Butler","044404","Middletown City","K-5,P","526","F","C","85.652","B","NA","B","C","F","95.0","NA","71.9","NA",">95.0","14.3","3.2","36.5","63.5"
"036475","Sunbeam","11731 Mount Overlook Ave","Cleveland","OH","44120-1025","Cuyahoga","043786","Cleveland Municipal City","P,K-8","229","F","D","67.295","A","NA","F","A","F","89.1","NA","26.3","NA",">95.0","53.7","NA","6.6","93.4"
"031203","South  Elementary School","92 E Main St","Madison","OH","44057-3224","Lake","047886","Madison Local","K-5","675","D","B","99.234","A","F","B","A","C","96.8","NA","86.0","NA","35.1","9.2","3.6","88.4","11.6"
"033530","Sands Montessori Elementary School","6421 Corbly Rd","Cincinnati","OH","45230-1437","Hamilton","043752","Cincinnati City","K-6,P","643","D","B","102.188","A","A","C","C","F","98.2","NA","92.6","NA","28.6","14.3","19.0","70.6","29.4"
"019703","Lakewood Middle School","PO Box 70","Hebron","OH","43025-0070","Licking","047993","Lakewood Local","6-8","436","C","B","99.836","A","A","A","B","B","95.5","NA","NA","NA","49.5","12.8","15.1",">95.0","<5.0"
"016006","Hiawatha Elementary School","3020 Photos Dr","Toledo","OH","43613-2435","Lucas","048231","Washington Local","K-6","325","D","C","91.986","D","C","NA","C","F","96.4","NA","81.0","NA","62.5","9.5","11.4","72.0","28.0"
"040105","Waynesfield-Goshen Local Elementary School","500 N Westminster St","Waynesfield","OH","45896-9448","Auglaize","045971","Waynesfield-Goshen Local","K-5","239","C","B","103.926","F","NA","C","C","B","96.0","NA","94.3","NA","47.3","12.1","NA",">95.0","<5.0"
"007955","Cuyahoga Hts High School","4820 E 71st St","Cuyahoga Heights","OH","44125-1043","Cuyahoga","046557","Cuyahoga Heights Local","9-12","279","A","B","107.217","NA","NA","NA","NA","A","94.7","NA","NA","A","22.6","11.5","24.4","92.8","7.2"
"003277","Conotton Valley Elementary","600 Main St","Bowerston","OH","44695-9710","Harrison","047548","Conotton Valley Union Local","K-4","136","A","B","100.738","A","NA","NA","NA","A","95.3","NA","81.6","NA","47.1","20.6","NA",">95.0","<5.0"
"031815","Ripley-Union-Lewis-Huntington High School","1317 S 2nd St","Ripley","OH","45167-8993","Brown","046078","Ripley-Union-Lewis-Huntington Local","9-12,PS,SN","318","A","B","98.747","NA","NA","NA","NA","B","94.2","NA","NA","A","63.5","16.4","8.5","93.1","6.9"
"025064","Mines Elementary School","850 Howland Wilson Rd NE","Warren","OH","44484-2116","Trumbull","050161","Howland Local","3-5","338","B","B","104.431","C","C","C","C","A","95.8","NA","92.8","NA","29.3","13.6","16.9","89.6","10.4"
"021014","Lindbergh Elementary School","2541 Lindbergh Dr","Columbus","OH","43223-3124","Franklin","043802","Columbus City","K-5","240","F","D","80.679","C","NA","C","C","F","94.0","NA","68.8","NA","87.9","26.7","NA","68.8","31.2"
"038869","West Point Elementary School","13360 West Point Rd","West Point","OH","44492","Columbiana","046425","Beaver Local","K-4","123","C","B","102.315","B","NA","NA","NA","A","95.3","NA","81.5","NA","54.5","15.4","NA",">95.0","<5.0"
"098574","Greenfield Middle School","200 N 5th St","Greenfield","OH","45123-1373","Highland","045401","Greenfield Exempted Village","5-8","475","F","C","91.547","F","C","F","C","F","95.1","NA","NA","NA","59.8","10.1","13.9",">95.0","<5.0"
"147538","Aiken High School","5641 Belmont Ave","Cincinnati","OH","45224-3101","Hamilton","043752","Cincinnati City","7-12","577","F","D","71.018","F","NA","D","F","F","96.0","NA","NA","F","88.6","32.2","2.8","4.3","95.7"
"036988","Tecumseh High School","9830 W National Rd","New Carlisle","OH","45344-9290","Clark","046243","Tecumseh Local","9-12","1011","A","B","99.804","NA","NA","NA","NA","F","94.5","NA","NA","C","39.3","15.3","8.9","87.2","12.8"
"038943","Wait Primary Elementary School","899 Frost Rd","Streetsboro","OH","44241-4745","Portage","049239","Streetsboro City","K-1","375","NA","NA","NA","NA","NA","NA","NA","NA","96.2","NA","NA","NA","30.9","10.4","NA","81.6","18.4"
"024067","Medina Middle School","1425 Huy Rd","Columbus","OH","43224-3529","Franklin","043802","Columbus City School District","6-8","474","F","D","66.158","F","NA","F","F","F","90.9","NA","NA","NA","86.9","18.1","8.6","31.6","68.4"
"024885","Millridge Elementary School","962 Millridge Rd","Cleveland","OH","44143-3114","Cuyahoga","044370","Mayfield City","K-5","562","C","B","102.108","A","A","B","B","C","96.2","NA","91.8","NA","17.8","13.3","17.4","82.9","17.1"
"002055","Winton Woods Primary North","73 Junefield Ave","Cincinnati","OH","45218-1229","Hamilton","044081","Winton Woods City","K-2,P","413","NA","NA","NA","NA","NA","NA","NA","NA","95.3","NA","NA","NA","76.8","13.6","2.4","15.5","84.5"
"006577","Clearcreek Elementary School","750 S Main St","Springboro","OH","45066-1424","Warren","050427","Springboro Community City","K,P","185","NA","NA","NA","NA","NA","NA","NA","NA","97.0","NA","NA","NA","NA","15.7","NA","88.1","11.9"
"024224","Memorial Middle School","8979 Mentor Ave","Mentor","OH","44060-6326","Lake","045492","Mentor Exempted Village","6-8","693","A","B","105.054","A","D","F","C","B","95.9","NA","NA","NA","26.7","12.7","34.6","92.2","7.8"
"016220","Hiland High School","PO Box 275","Berlin","OH","44610-0275","Holmes","047688","East Holmes Local","7-12","462","A","B","104.261","A","C","B","A","B","96.2","NA","NA","A","24.0","13.4","34.8",">95.0","<5.0"
"125773","Portsmouth West Elementary School","15332A Us Highway 52","West Portsmouth","OH","45663-9093","Scioto","049650","Washington-Nile Local","K-4","570","A","B","102.764","D","D","F","C","B","95.4","NA","85.7","NA","67.4","14.0","2.5",">95.0","<5.0"
"007559","Coy Elementary School","3604 Pickle Rd","Oregon","OH","43616-4126","Lucas","044602","Oregon City","K-4","381","A","B","104.810","C","C","C","C","A","96.5","NA","90.3","NA","28.9","16.5","5.0","79.5","20.5"
"037051","Thomas A Edison Intermediate School","1240 Oakland Ave","Columbus","OH","43212-3317","Franklin","044073","Grandview Heights City","4-5","157","A","A","108.074","A","A","C","NA","A","96.6","NA","NA","NA","13.4","11.5","43.3","87.9","12.1"
